geometri;afdeling_nr;pg_distrikt_nr;pg_distrikt_tekst;pg_distrikt_type_kode;vejkode;vejnr;postnr;kommunal_kontakt_kode;udfoerer_kode;udfoerer_kontakt_kode1;udfoerer_kontakt_kode2;note;link;aktiv;synlig
0106000020E864000001000000010300000001000000CE000000881DC31E641C25412B5BC3652D9F5741D027CDF56C1C2541FFABA4D02B9F5741EE5418636D1C254193460EBF2B9F5741FB5418636D1C254191460EBF2B9F57415F973DB36E1C2541EE9FF6882B9F5741BFD53DB36E1C25419195F6882B9F57419CB1B847771C2541EFD300102A9F5741BCBD14577B1C2541D0D80060299F5741185CE1238A1C2541F8503EFA269F5741F8075CB8991C2541CAF2D793249F5741B8333DB3A61C2541806715AE229F574111393DB3A61C2541B76615AE229F574145FDB7C7A91C2541BF603E3A229F5741033E6DEBA91C254133C34535229F574152416DEBA91C2541BDC24535229F57417E59A319B31C2541AE7015EE209F574195D6E6F1B41C2541ADA89BAD209F574162D7E6F1B41C254191A89BAD209F5741C3D7E6F1B41C254184A89BAD209F5741CDD38EEBB51C2541FE15868B209F574123EE8EEBB51C25415B12868B209F57418A54F551BA1C2541836E15EE1F9F57418854F551BA1C2541836E15EE1F9F5741E2DEF651BA1C2541DD2A15EE1F9F57410DF4F651BA1C2541172515EE1F9F57410EF4F651BA1C2541172515EE1F9F5741ECF5F751BA1C2541C6DE14EE1F9F5741888EF851BA1C2541468D14EE1F9F5741A3A2F851BA1C25419C3914EE1F9F57416F31F851BA1C25411CE713EE1F9F57416F3FF751BA1C2541109913EE1F9F574147D6F551BA1C2541945213EE1F9F57415704F451BA1C2541761613EE1F9F57412FDCF151BA1C25411BE712EE1F9F574130DCF151BA1C25411BE712EE1F9F57413AB395C2B01C2541A0D264461F9F57416CAA95C2B01C254106D264461F9F57416CAA95C2B01C254106D264461F9F574111E7C875941C2541BBA908571D9F57414B1AFC28781C2541B5D264661B9F574118054EE15B1C2541ABD26476199F57413A7E628F3F1C254191D26486179F5741BDC6438A291C2541864D7904169F5741C94358B8121C2541A576D573149F57418789AC99DE1B25415BCEEAE1109F574178E30A000E1C2541ED2D6716089F57412C962905101C254108DDAEB7079F574189E12A05101C25413C90AEB7079F57419DA62B05101C2541883CAEB7079F5741E2DC2B05101C25418BE5ADB7079F5741FD812B05101C2541088FADB7079F5741DE992A05101C2541BE3CADB7079F5741902E2905101C25413DF2ACB7079F5741CC4F2705101C2541BEB2ACB7079F57414C122505101C25410081ACB7079F5741814558B8071C2541E4FBC025079F5741403B58B8071C254131FBC025079F574141EF9F99041C254133955AEF069F57410F094E61FE1B2541BAF1E981069F574110094E61FE1B2541BAF1E981069F574144D04B61FE1B2541CFD2E981069F5741AA734961FE1B254182C1E981069F5741EA074761FE1B254169BEE981069F574132A24461FE1B2541A1C9E981069F57417A574261FE1B2541C5E2E981069F5741CD3B4061FE1B2541FC08EA81069F57419D613E61FE1B2541F63AEA81069F57411DD93C61FE1B2541FE76EA81069F57411FD93C61FE1B2541FE76EA81069F574107C224DCCC1B25410AEA30B30F9F5741A92B58B8BA1B25417FB2DF7A0E9F5741920B58B8BA1B25415EB0DF7A0E9F57412904AA70B21B25418C69FEEF0D9F57418AE54D619B1B25419BF9C0650C9F574112235838851B2541F2B1DFEA0A9F574113135838851B2541E2B0DFEA0A9F5741BF49B4477E1B254179F9C0750A9F57411E59B447791B25411E945A1F0A9F5741C9CAB347791B25410D8B5A1F0A9F5741C9CAB347781B25411762FE0F0A9F5741CACAB347781B25411762FE0F0A9F57415752B147781B25417D45FE0F0A9F5741F7B8AE47781B25413A39FE0F0A9F57416519AC47781B2541CD3DFE0F0A9F57419D8EA947781B25410653FE0F0A9F5741C332A747781B25410B78FE0F0A9F57411A1EA547781B25415FABFE0F0A9F57410A66A347781B2541F3EAFE0F0A9F57413F1CA247781B25413834FF0F0A9F5741E38CDFD1761B2541E57BE07A0A9F57412DA08D994F1B254124F7F4B8159F57410A828D994F1B25410F00F5B8159F57417BBF97F04D1B25412E85E03A169F57419DBC97F04D1B25410F86E03A169F5741BB4183C2371B254145B9130E1D9F5741BA4183C2371B254145B9130E1D9F5741499B82C2371B2541EFFB130E1D9F5741A34F82C2371B25412041140E1D9F57415197633D371B2541EE0DE14A1E9F5741A4AA633D371B2541F255E14A1E9F5741A9BBBFCC3A1B25414E1E5CFF219F5741A9BBBFCC3A1B254140DCFFFF219F574150E9BFCC3A1B254134210000229F5741F459FDD63A1B2541AD35AE07229F57418C87FDD63A1B2541DF51AE07229F5741F2ED633D3B1B25413CE1703D229F5741CD13643D3B1B254150F3703D229F57414EF9E4523B1B2541B857D946229F5741E9E43A613B1B25419C5B5C4F229F5741C3A83B613B1B254168A95C4F229F57415CE13C613B1B2541FFF05C4F229F5741E1823E613B1B2541AB2F5D4F229F57418B7D40613B1B25410E635D4F229F57412FBE42613B1B254137895D4F229F5741012F45613B1B2541B4A05D4F229F574161B847613B1B2541A2A85D4F229F5741BE375C663B1B2541A3A85D4F229F5741A9D7DE51451B2541AD6A5C3F279F574176E1C623461B25413A1898A9279F57414F82DFFAFA1A2541F2EA4501299F57418E82896CE61A2541B7FCDE5B299F57418E82896CE61A2541B7FCDE5B299F57413E36275CE61A25418B32275C299F574132B5245CE61A2541C045275C299F57418F5E225CE61A25414168275C299F57417149205CE61A2541B898275C299F57416B8A1E5CE61A254147D5275C299F5741BD321D5CE61A2541981B285C299F5741AB4F1C5CE61A2541F468285C299F5741FAE91B5CE61A25415EBA285C299F574195051C5CE61A2541B20C295C299F574128DC4438EC1A254116F1288C2E9F5741662CFD56EC1A25410B799989309F57413C30FD56EC1A25412F8A9989309F5741CBF2F2FFEC1A25416D94703D329F57417E2AF3FFEC1A2541D9CE703D329F574151B03C00ED1A254175E7A03D329F574151B03C00ED1A254175E7A03D329F574173895966EF1A2541194F5CCF339F57411DB68C99F01A25419AB0C2B5349F5741DEC68C99F01A25412ABCC2B5349F574126A807AEF91A2541FE5F33833A9F574125A807AEF91A2541FE5F33833A9F5741470008AEF91A2541B38B33833A9F574112CDD47AFA1A2541DBE7C2D53A9F574113CDD47AFA1A2541DBE7C2D53A9F57413E03D67AFA1A2541BF3FC3D53A9F574102F9FED6FB1A254163B000203B9F574101F9FED6FB1A254163B000203B9F5741C8AD00D7FB1A2541CBF900203B9F574138EB0AAEFD1A2541C1225D5F3B9F574136EB0AAEFD1A2541C1225D5F3B9F57412D3A0DAEFD1A2541BE615D5F3B9F574104DE7DEBFF1A2541BD615D8F3B9F5741DA6880EBFF1A2541248C5D8F3B9F57412C219F70021B25411BB5B9AE3B9F57412B219F70021B25411BB5B9AE3B9F5741CF06A270021B254169CDB9AE3B9F57415EC99719051B25412BC3E2BA3B9F5741EC459919051B254138C7E2BA3B9F5741FFF3E07A511B254174A85DFF3B9F57414B0AE17A511B254186A85DFF3B9F57412C85F528561B2541B8DB90023C9F574187273D8A601B254120199B093C9F5741935547E1AC1B25414523724D3C9F57414D4670BDBB1B254128752A5C3C9F5741AA5470BDBB1B254135752A5C3C9F574180F8E0FA051C2541209E869B3C9F574169DFE1FA051C2541E79D869B3C9F5741408352B80A1C2541803720953C9F5741DB5B54B80A1C2541CA3020953C9F5741C7AD0C570F1C254112129B793C9F57410B600E570F1C254128049B793C9F57410A600ED7131C254131DB3E4A3C9F57410B600ED7131C254131DB3E4A3C9F5741890D10D7131C254151C53E4A3C9F5741829989E8151C2541FA03C7293C9F5741D69D89E8151C2541B603C7293C9F5741DAA189E8151C25417703C7293C9F574160B18014181C25412869AF073C9F574161B18014181C25412869AF073C9F57413E4E8214181C25411B4BAF073C9F5741A4B4E8FA1B1C2541C89290B23B9F5741A3B4E8FA1B1C2541C89290B23B9F5741501BEAFA1B1C2541816F90B23B9F5741A3D308801F1C254125E0CD4C3B9F5741A5D308801F1C254125E0CD4C3B9F5741D7210A801F1C25418CB4CD4C3B9F5741CCF6F650211C25417E65AD063B9F574117F8F650211C25414C65AD063B9F5741A8F9F650211C25411065AD063B9F5741D7210A80221C25414FAAF6D83A9F5741D9210A80221C25414FAAF6D83A9F57414D250B80221C2541737DF6D83A9F57419FDD2905251C254166A652583A9F5741394B2A05251C2541E28E52583A9F57418008F7D12D1C2541E0F8B84E389F5741003BAFF0361C254193F5E14A369F574123831557401C254112AA294C349F57419A95480A4A1C254129EE3353329F5741E2697166541C25414E8ECD4C309F574181BE85145F1C25417695CD4C2E9F5741F561A419621C25418D2890C22D9F57413765A419621C2541F82790C22D9F5741891DC31E641C25412B5BC3652D9F5741881DC31E641C25412B5BC3652D9F5741;;1211;Bløden;3;;;3600;;;;;;;t;t
