element_kode;geometri;cvr_kode;oprindkode;statuskode;off_kode;arbejdssted;vejkode;anlaegsaar;etabl_pleje_udloeb;udskiftningsaar;kommunal_kontakt_kode;udfoerer_entrep_kode;driftniv_kode;ukrudtsbek_kode;konto_nr;tilstand_kode;klip_sider_kode;bredde;hoejde;slaegt;art;sort;note;link
{UD,03,02};0105000020E86400000100000001020000000200000056E1A3F04F1B2541282EB87E279F57418A14D723461B2541D77599A9279F5741;29189129;0;0;1;1211;;;;;;;;;;9;;0.0;0.0;;;;h=0,3;
